Id interne de valorisation;Call Id;Date d'appel;Login utilisateur;Numéro facturé;Numéro appelé;Durée totale;Durée facturée;Destination;Catégorie de destination;Prix d'achat;Client/revendeur direct (niv. 1);Réf. client/revendeur direct (niv. 1);Prix d'achat niv. 1 (Prix de revente);Client/revendeur (niv. 2);Réf. client/revendeur (niv. 2);Prix d'achat niv. 2;Dont service (HT);Premier appelé
11740903114;{065e8c5e-3511-11f0-918a-0050569c1182};2025-05-19 11:01:11;;+33320422434;+33320030068;933;0;France;National;0,000000;FERRANTELLI;411FERRANTELLI;0,000000;;;;0,0;
11749669299;{911ad998-36a0-11f0-9479-0050569c1182};2025-05-21 11:29:18;;+33321395286;+33169641765;94;0;France;National;0,000000;CARTONNAGES VAILLANT;411CARTONNAGES;0,000000;;;;0,0;
11749755091;{ab4c5520-36a1-11f0-9479-0050569c1182};2025-05-21 14:52:08;;+33320422434;+33328509400;63;0;France;National;0,000000;FERRANTELLI;411FERRANTELLI;0,000000;;;;0,0;
11749755105;{ab4a7944-36a1-11f0-9479-0050569c1182};2025-05-21 14:38:38;;+33320422434;+33328509400;680;0;France;National;0,000000;FERRANTELLI;411FERRANTELLI;0,000000;;;;0,0;
11754113555;{47e7d814-376a-11f0-91e1-0050569c1182};2025-05-22 11:27:33;;+33320422434;+33320030068;172;0;France;National;0,000000;FERRANTELLI;411FERRANTELLI;0,000000;;;;0,0;
11754188511;{447854fa-376b-11f0-91e1-0050569c1182};2025-05-22 10:13:03;;+33320422434;+33328509400;172;0;France;National;0,000000;FERRANTELLI;411FERRANTELLI;0,000000;;;;0,0;
11754221441;{a6bba5f4-376b-11f0-91e1-0050569c1182};2025-05-22 10:33:30;;+33320422434;+33320030068;176;0;France;National;0,000000;FERRANTELLI;411FERRANTELLI;0,000000;;;;0,0;
11758010648;{b030034c-3832-11f0-a310-0050569c1182};2025-05-23 16:56:23;;+33321395286;+33642325561;18;18;France-Mobile;Mobile;0,009000;CARTONNAGES VAILLANT;411CARTONNAGES;0,045000;;;;0,0;
11758010668;{b02dc046-3832-11f0-a310-0050569c1182};2025-05-23 16:53:31;;+33321395286;+33616760480;40;40;France-Mobile;Mobile;0,020000;CARTONNAGES VAILLANT;411CARTONNAGES;0,100000;;;;0,0;
11758010987;{b1e7a78a-3832-11f0-a310-0050569c1182};2025-05-23 16:54:36;;+33321395286;+33321950886;59;0;France;National;0,000000;CARTONNAGES VAILLANT;411CARTONNAGES;0,000000;;;;0,0;
11758010990;{b1e59f1c-3832-11f0-a310-0050569c1182};2025-05-23 16:51:33;;+33321395286;+33642325561;58;58;France-Mobile;Mobile;0,029000;CARTONNAGES VAILLANT;411CARTONNAGES;0,145000;;;;0,0;
11758010999;{b1e2c47c-3832-11f0-a310-0050569c1182};2025-05-23 16:49:57;;+33321395286;+33321950886;59;0;France;National;0,000000;CARTONNAGES VAILLANT;411CARTONNAGES;0,000000;;;;0,0;
11758020762;{d2c44fb2-3832-11f0-a310-0050569c1182};2025-05-23 16:41:53;;+33321395286;+33684909524;61;61;France-Mobile;Mobile;0,030500;CARTONNAGES VAILLANT;411CARTONNAGES;0,152500;;;;0,0;
11758020773;{d2cbcd28-3832-11f0-a310-0050569c1182};2025-05-23 16:44:30;;+33321395286;+33687720562;8;8;France-Mobile;Mobile;0,004000;CARTONNAGES VAILLANT;411CARTONNAGES;0,020000;;;;0,0;
11758020777;{d2c912b8-3832-11f0-a310-0050569c1182};2025-05-23 16:41:58;;+33321395286;+33321950886;16;0;France;National;0,000000;CARTONNAGES VAILLANT;411CARTONNAGES;0,000000;;;;0,0;
11758020792;{d2cdf4b8-3832-11f0-a310-0050569c1182};2025-05-23 16:46:03;;+33321395286;+33321950886;12;0;France;National;0,000000;CARTONNAGES VAILLANT;411CARTONNAGES;0,000000;;;;0,0;
11758022728;{dabe6180-3832-11f0-a310-0050569c1182};2025-05-23 16:03:00;;+33320422434;+33328509400;209;0;France;National;0,000000;FERRANTELLI;411FERRANTELLI;0,000000;;;;0,0;
11758146154;{723a3830-3834-11f0-a310-0050569c1182};2025-05-23 16:44:15;;+33321395286;+33616760480;58;58;France-Mobile;Mobile;0,029000;CARTONNAGES VAILLANT;411CARTONNAGES;0,145000;;;;0,0;
11758146159;{723dfc9a-3834-11f0-a310-0050569c1182};2025-05-23 16:47:03;;+33321395286;+33684909524;60;60;France-Mobile;Mobile;0,030000;CARTONNAGES VAILLANT;411CARTONNAGES;0,150000;;;;0,0;
11758146161;{72354fe6-3834-11f0-a310-0050569c1182};2025-05-23 16:42:47;;+33321395286;+33683821122;55;55;France-Mobile;Mobile;0,027500;CARTONNAGES VAILLANT;411CARTONNAGES;0,137500;;;;0,0;
11758146162;{7238687a-3834-11f0-a310-0050569c1182};2025-05-23 16:43:13;;+33321395286;+33642325561;35;35;France-Mobile;Mobile;0,017500;CARTONNAGES VAILLANT;411CARTONNAGES;0,087500;;;;0,0;
11758146166;{7241f85e-3834-11f0-a310-0050569c1182};2025-05-23 16:48:25;;+33321395286;+33683821122;15;15;France-Mobile;Mobile;0,007500;CARTONNAGES VAILLANT;411CARTONNAGES;0,037500;;;;0,0;
11758146172;{723c0bb0-3834-11f0-a310-0050569c1182};2025-05-23 16:45:30;;+33321395286;+33678973646;19;19;France-Mobile;Mobile;0,009500;CARTONNAGES VAILLANT;411CARTONNAGES;0,047500;;;;0,0;
11758146178;{723fe5fa-3834-11f0-a310-0050569c1182};2025-05-23 16:47:16;;+33321395286;+33642325561;35;35;France-Mobile;Mobile;0,017500;CARTONNAGES VAILLANT;411CARTONNAGES;0,087500;;;;0,0;
11758149066;{7a7dc58e-3834-11f0-a310-0050569c1182};2025-05-23 18:13:06;;+33320422434;+33660168064;84;84;France-Mobile;Mobile;0,042000;FERRANTELLI;411FERRANTELLI;0,210000;;;;0,0;
11768029836;{2054da90-3b57-11f0-bf6e-0050569c1182};2025-05-27 14:52:53;;+33320422434;+33472410660;135;0;France;National;0,000000;FERRANTELLI;411FERRANTELLI;0,000000;;;;0,0;
11768045727;{69b25da2-3b57-11f0-bf6e-0050569c1182};2025-05-27 12:10:38;;+33321395286;+33321954466;458;0;France;National;0,000000;CARTONNAGES VAILLANT;411CARTONNAGES;0,000000;;;;0,0;
11768071909;{cdc512f8-3b57-11f0-bf6e-0050569c1182};2025-05-27 13:11:17;;+33320422434;+33320789307;29;0;France;National;0,000000;FERRANTELLI;411FERRANTELLI;0,000000;;;;0,0;
11768083909;{fdabbaa8-3b57-11f0-bf6e-0050569c1182};2025-05-27 11:46:49;;+33320422434;+33320552440;104;0;France;National;0,000000;FERRANTELLI;411FERRANTELLI;0,000000;;;;0,0;
11768112866;{6c828b3c-3b58-11f0-bf6e-0050569c1182};2025-05-27 15:45:12;;+33320422434;+33320789307;87;0;France;National;0,000000;FERRANTELLI;411FERRANTELLI;0,000000;;;;0,0;
11768192245;{6054ee9e-3b59-11f0-bf6e-0050569c1182};2025-05-27 15:57:03;;+33320422434;+33148181490;29;0;France;National;0,000000;FERRANTELLI;411FERRANTELLI;0,000000;;;;0,0;
11768192259;{6056e2bc-3b59-11f0-bf6e-0050569c1182};2025-05-27 15:57:53;;+33320422434;+33320630652;223;0;France;National;0,000000;FERRANTELLI;411FERRANTELLI;0,000000;;;;0,0;
11772462321;{b041c568-3c20-11f0-a7e3-0050569c1182};2025-05-28 15:35:13;;+33320422434;+33320458225;182;0;France;National;0,000000;FERRANTELLI;411FERRANTELLI;0,000000;;;;0,0;
11776294684;{87d0d252-3db2-11f0-854c-0050569c1182};2025-05-30 08:58:35;;+33321395286;+33616760480;57;57;France-Mobile;Mobile;0,028500;CARTONNAGES VAILLANT;411CARTONNAGES;0,142500;;;;0,0;
11776294688;{87ccaeb6-3db2-11f0-854c-0050569c1182};2025-05-30 08:55:08;;+33321395286;+33684909524;53;53;France-Mobile;Mobile;0,026500;CARTONNAGES VAILLANT;411CARTONNAGES;0,132500;;;;0,0;
11776294697;{87cec8ea-3db2-11f0-854c-0050569c1182};2025-05-30 08:57:04;;+33321395286;+33642325561;16;16;France-Mobile;Mobile;0,008000;CARTONNAGES VAILLANT;411CARTONNAGES;0,040000;;;;0,0;
11776335388;{3facfdba-3db3-11f0-854c-0050569c1182};2025-05-30 10:53:21;;+33320422434;+33320458225;146;0;France;National;0,000000;FERRANTELLI;411FERRANTELLI;0,000000;;;;0,0;
11776357663;{88058834-3db3-11f0-854c-0050569c1182};2025-05-30 09:00:17;;+33321395286;+33321950886;21;0;France;National;0,000000;CARTONNAGES VAILLANT;411CARTONNAGES;0,000000;;;;0,0;
11776357667;{88078c9c-3db3-11f0-854c-0050569c1182};2025-05-30 09:06:22;;+33321395286;+33642325561;49;49;France-Mobile;Mobile;0,024500;CARTONNAGES VAILLANT;411CARTONNAGES;0,122500;;;;0,0;
11776357682;{880b98fa-3db3-11f0-854c-0050569c1182};2025-05-30 09:10:48;;+33321395286;+33642325561;14;14;France-Mobile;Mobile;0,007000;CARTONNAGES VAILLANT;411CARTONNAGES;0,035000;;;;0,0;
11776357683;{88099cbc-3db3-11f0-854c-0050569c1182};2025-05-30 09:07:45;;+33321395286;+33616760480;39;39;France-Mobile;Mobile;0,019500;CARTONNAGES VAILLANT;411CARTONNAGES;0,097500;;;;0,0;
11776389914;{ea5954e8-3db3-11f0-854c-0050569c1182};2025-05-30 09:02:06;;+33321395286;+33642325561;60;60;France-Mobile;Mobile;0,030000;CARTONNAGES VAILLANT;411CARTONNAGES;0,150000;;;;0,0;
11776389920;{ea5b4f00-3db3-11f0-854c-0050569c1182};2025-05-30 09:03:39;;+33321395286;+33616760480;56;56;France-Mobile;Mobile;0,028000;CARTONNAGES VAILLANT;411CARTONNAGES;0,140000;;;;0,0;
11776389929;{ea554dda-3db3-11f0-854c-0050569c1182};2025-05-30 08:56:01;;+33321395286;+33321950886;57;0;France;National;0,000000;CARTONNAGES VAILLANT;411CARTONNAGES;0,000000;;;;0,0;
11776389931;{ea575616-3db3-11f0-854c-0050569c1182};2025-05-30 08:56:49;;+33321395286;+33683821122;27;27;France-Mobile;Mobile;0,013500;CARTONNAGES VAILLANT;411CARTONNAGES;0,067500;;;;0,0;
11776389935;{ea5d5f7a-3db3-11f0-854c-0050569c1182};2025-05-30 09:05:26;;+33321395286;+33321950886;57;0;France;National;0,000000;CARTONNAGES VAILLANT;411CARTONNAGES;0,000000;;;;0,0;
11776389951;{ea606af8-3db3-11f0-854c-0050569c1182};2025-05-30 09:09:39;;+33321395286;+33321950886;57;0;France;National;0,000000;CARTONNAGES VAILLANT;411CARTONNAGES;0,000000;;;;0,0;
